test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,insert_bytes,load_data,search,search_bytes,search_false_pos,setup,setup_bytes,total_time
omap,0,0,1,1,128,8192,14,1,0,0.038708,611571.840000,0.000000,0.038259,611645.440000,4777.250000,0.386294,6028576.000000,8.084489
