id,search
0,0.0
1,1.444955
2,1.465238
4,1.503156
8,1.514934
16,1.511588
32,1.571205
64,1.70822
128,1.506169
256,1.48936
512,1.471604
1024,1.506352
2048,2.467779
4096,3.992614
8192,6.807468
16384,13.083597
32768,19.874676
65536,35.410292
131072,59.930094
262144,98.74616
524288,164.533806
1048576,0.0
2097152,0.0
