id,search
0,0.0
1,0.700306
2,0.621732
4,0.62431
8,0.657308
16,0.671356
32,0.661801
64,0.655863
128,0.638338
256,0.656078
512,1.082996
1024,1.771326
2048,3.097032
4096,5.334126
8192,8.8439
16384,15.180654
32768,26.349285
65536,45.980223
131072,79.104155
262144,136.965703
524288,230.277748
1048576,0.0
2097152,0.0
