id,search
0,0.0
1,1.433397
2,1.501716
4,1.494334
8,1.443033
16,1.498073
32,1.528592
64,1.52044
128,1.673982
256,1.44521
512,2.365158
1024,4.174576
2048,6.854782
4096,11.727308
8192,19.69704
16384,35.453345
32768,64.853714
65536,100.150934
131072,175.241472
262144,290.431314
524288,481.368488
1048576,0.0
2097152,0.0
