id,search
0,0.0
1,0.90446
2,0.879864
4,0.946562
8,0.947612
16,0.838836
32,0.899897
64,0.944641
128,0.903644
256,0.97143
512,0.956161
1024,1.029752
2048,1.543506
4096,2.669381
8192,3.984296
16384,6.704393
32768,11.097153
65536,19.10503
131072,34.435685
262144,57.620874
524288,95.889486
1048576,0.0
2097152,0.0
