Total memory usage: 85312716
test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,0,1,0,1,128,4194304,1,1,0,0,0,404.416396,6572686416.000000,0,670.302885
ofs,0,1,0,1,128,4194304,1,1,1,0.154498,1.857133,0,0,1.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,2,0.028068,1.745333,0,0,2.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,4,0.032225,1.835784,0,0,4.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,8,0.025596,1.748899,0,0,8.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,16,0.027101,1.913999,0,0,16.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,32,0.023112,1.948886,0,0,32.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,64,0.022990,1.890381,0,0,64.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,128,0.015364,1.964259,0,0,128.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,256,0.022029,1.853954,0,0,256.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,512,0.023177,1.740189,0,0,512.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,1024,0.022157,1.751091,0,0,1024.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,2048,0.024544,1.946549,0,0,2048.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,4096,0.019810,1.843007,0,0,4096.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,8192,0.041079,2.965292,0,0,8192.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,16384,0.089497,4.244923,0,0,16384.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,32768,0.145743,6.834828,0,0,32768.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,65536,0.255973,12.978253,0,0,65536.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,131072,0.484523,20.704672,0,0,131072.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,262144,0.871564,31.973069,0,0,262144.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,524288,1.515673,50.558295,0,0,524288.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,1048576,2.557373,0,0,0,1048576.000000,670.302885
ofs,0,1,0,1,128,4194304,1,1,2097152,4.178761,0,0,0,2097152.000000,670.302885
