test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,insert_bytes,load_data,search,search_bytes,search_false_pos,setup,setup_bytes,total_time
omap,0,0,1,1,128,8388608,24,1,0,0,0,0.000000,0,0,0,36009.177911,617401475200.000000,5368.615419
omap,0,0,1,1,128,8388608,24,1,1,0.162566,2422558.720000,0,0.340737,4580864.000000,35787.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,2,0,0,0,0.315005,4610304.000000,36017.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,4,0,0,0,0.298803,4689792.000000,36638.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,8,0,0,0,0.335912,4879680.000000,38121.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,16,0,0,0,0.361049,5146112.000000,40203.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,32,0,0,0,0.405536,5821760.000000,45481.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,64,0,0,0,0.524989,7106816.000000,55521.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,128,0,0,0,0.681010,9573888.000000,74795.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,256,0,0,0,1.055978,14287232.000000,111618.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,512,0,0,0,1.714102,23206080.000000,181296.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,1024,0,0,0,3.103537,39350976.000000,307428.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,2048,0,0,0,5.529339,69787520.000000,545214.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,4096,0,0,0,9.656530,124104320.000000,969564.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,8192,0,0,0,17.876410,221802432.000000,1732830.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,16384,0,0,0,29.713653,393091712.000000,3071028.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,32768,0,0,0,55.132537,688472064.000000,5378687.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,65536,0,0,0,96.411032,1183087616.000000,9242871.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,131072,0,0,0,168.486245,1984198592.000000,15501550.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,262144,0,0,0,293.776708,3220453376.000000,25159791.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,524288,0,0,0,534.134498,4989355776.000000,38979341.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,1048576,0,0,0,902.857624,7245341504.000000,56604229.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,2097152,0,0,0,1277.975079,9630386304.000000,75237392.000000,0,0,5368.615419
omap,0,0,1,1,128,8388608,24,1,4194304,0,0,0,1591.576667,11454952384.000000,89491814.000000,0,0,5368.615419
