test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,0,1,1,1,4,1048576,1,1,0,0,0,135.229516,603704400.000000,0,182.060847
ofs,0,1,1,1,4,1048576,1,1,1,0.694107,0.371786,0,0,1.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,2,0.377980,0.404076,0,0,2.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,4,0.363796,0.359779,0,0,4.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,8,0.342822,0.373321,0,0,8.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,16,0.365285,0.428267,0,0,16.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,32,0.372441,0.413385,0,0,32.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,64,0.367159,0.375486,0,0,64.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,128,0.382701,0.401285,0,0,128.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,256,0.361937,0.367021,0,0,256.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,512,0.340122,0.349175,0,0,512.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,1024,0.385692,0.384466,0,0,1024.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,2048,0.357029,0.354489,0,0,2048.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,4096,0.351669,0.342956,0,0,4096.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,8192,0.470864,0.506763,0,0,8192.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,16384,0.696258,0.837689,0,0,16384.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,32768,1.202172,1.418018,0,0,32768.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,65536,2.146552,0,0,0,65536.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,131072,4.226576,0,0,0,131072.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,262144,8.410367,0,0,0,262144.000000,182.060847
ofs,0,1,1,1,4,1048576,1,1,524288,16.554488,0,0,0,524288.000000,182.060847
