test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,0,1,1,1,128,4194304,1,1,0,0,0,2171.405398,6583991376.000000,0,5124.693976
ofs,0,1,1,1,128,4194304,1,1,1,0.229294,1.768382,0,0,1.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,2,0.029556,1.745520,0,0,2.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,4,0.038494,1.729031,0,0,4.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,8,0.040037,1.775369,0,0,8.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,16,0.028808,1.794360,0,0,16.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,32,0.031447,1.734215,0,0,32.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,64,0.031341,1.787694,0,0,64.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,128,0.035162,1.795691,0,0,128.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,256,0.031186,1.849007,0,0,256.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,512,0.068199,2.885005,0,0,512.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,1024,0.131671,4.398459,0,0,1024.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,2048,0.280437,7.545701,0,0,2048.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,4096,0.508032,13.046527,0,0,4096.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,8192,1.045040,24.755166,0,0,8192.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,16384,2.133179,41.959266,0,0,16384.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,32768,4.242649,68.669413,0,0,32768.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,65536,8.855335,120.216172,0,0,65536.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,131072,18.669321,205.105668,0,0,131072.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,262144,34.928240,355.594793,0,0,262144.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,524288,69.926596,591.365453,0,0,524288.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,1048576,137.757817,0,0,0,1048576.000000,5124.693976
ofs,0,1,1,1,128,4194304,1,1,2097152,274.298944,0,0,0,2097152.000000,5124.693976
