id,search
0,0.0
1,1.252366
2,1.306149
4,1.147575
8,1.152741
16,1.26209
32,1.339464
64,1.161015
128,1.28983
256,1.343213
512,1.363142
1024,1.338345
2048,1.211205
4096,1.247239
8192,2.17021
16384,3.487068
32768,5.960408
65536,9.265985
131072,15.407154
262144,25.246972
524288,41.312441
1048576,0.0
2097152,0.0
