id,search
0,0.0
1,5.553213
2,5.682104
4,6.156107
8,6.05096
16,6.518385
32,6.538361
64,8.145747
128,9.510739
256,13.750441
512,20.664451
1024,32.886968
2048,51.568455
4096,84.532213
8192,134.421712
16384,212.433245
32768,323.333969
65536,459.520603
131072,613.216809
262144,823.088981
524288,1143.279739
1048576,0.0
2097152,0.0
