id,search
0,0.0
1,0.609227
2,0.573309
4,0.63593
8,0.641193
16,0.560654
32,0.581945
64,0.608922
128,0.584504
256,0.596317
512,0.905875
1024,1.56256
2048,2.715967
4096,4.790814
8192,9.539363
16384,14.365474
32768,25.744389
65536,44.585257
131072,77.667695
262144,131.540788
524288,221.865075
1048576,0.0
2097152,0.0
