test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,insert_bytes,load_data,search,search_bytes,search_false_pos,setup,setup_bytes,vl,total_time
omap,1,1,0,1,128,8388608,24,1,0,0,0,0.000000,0,0,0,28540.149561,617401475200.000000,0,4551.403820
omap,1,1,0,1,128,8388608,24,1,1,0.119259,2425046.400000,0,0.221915,4620608.000000,36097.000000,0,0,1.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,2,0,0,0,0.221061,4660352.000000,36408.000000,0,0,2.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,4,0,0,0,0.244567,4725120.000000,36914.000000,0,0,4.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,8,0,0,0,0.233821,4881152.000000,38133.000000,0,0,8.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,16,0,0,0,0.257875,5177024.000000,40444.000000,0,0,16.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,32,0,0,0,0.282241,5826176.000000,45516.000000,0,0,32.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,64,0,0,0,0.343181,7150976.000000,55866.000000,0,0,64.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,128,0,0,0,0.463880,9579776.000000,74841.000000,0,0,128.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,256,0,0,0,0.721616,14244544.000000,111284.000000,0,0,256.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,512,0,0,0,1.186897,23144256.000000,180813.000000,0,0,512.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,1024,0,0,0,2.033745,39605632.000000,309418.000000,0,0,1024.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,2048,0,0,0,3.612095,69922944.000000,546272.000000,0,0,2048.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,4096,0,0,0,6.556799,124439936.000000,972186.000000,0,0,4096.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,8192,0,0,0,11.919586,221767104.000000,1732554.000000,0,0,8192.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,16384,0,0,0,21.346552,393087296.000000,3070993.000000,0,0,16384.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,32768,0,0,0,38.910577,688033408.000000,5375260.000000,0,0,32768.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,65536,0,0,0,69.081241,1183395264.000000,9245274.000000,0,0,65536.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,131072,0,0,0,132.785695,1984772672.000000,15506035.000000,0,0,131072.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,262144,0,0,0,254.977669,3221293888.000000,25166357.000000,0,0,262144.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,524288,0,0,0,450.801815,4986486848.000000,38956927.000000,0,0,524288.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,1048576,0,0,0,751.346977,7243195328.000000,56587462.000000,0,0,1048576.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,2097152,0,0,0,1091.776758,9628964352.000000,75226283.000000,0,0,2097152.000000,4551.403820
omap,1,1,0,1,128,8388608,24,1,4194304,0,0,0,1414.735410,11455991616.000000,89499933.000000,0,0,4194304.000000,4551.403820
