test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,1,1,0,1,4,65536,1,1,0,0,0,7.759030,37973072.000000,0,135.487368
ofs,1,1,0,1,4,65536,1,1,1,0.239208,0.154996,0,0,1.000000,135.487368
ofs,1,1,0,1,4,65536,1,1,2,0.233941,0.168347,0,0,2.000000,135.487368
ofs,1,1,0,1,4,65536,1,1,4,0.210304,0.158143,0,0,4.000000,135.487368
ofs,1,1,0,1,4,65536,1,1,8,0.225108,0.181781,0,0,8.000000,135.487368
ofs,1,1,0,1,4,65536,1,1,16,0.230379,0.156316,0,0,16.000000,135.487368
ofs,1,1,0,1,4,65536,1,1,32,0.219296,0.183565,0,0,32.000000,135.487368
ofs,1,1,0,1,4,65536,1,1,64,0.217808,0.193323,0,0,64.000000,135.487368
ofs,1,1,0,1,4,65536,1,1,128,0.213925,0.173860,0,0,128.000000,135.487368
ofs,1,1,0,1,4,65536,1,1,256,0.326375,0.274494,0,0,256.000000,135.487368
ofs,1,1,0,1,4,65536,1,1,512,0.511058,0.378227,0,0,512.000000,135.487368
ofs,1,1,0,1,4,65536,1,1,1024,0.840760,0.638020,0,0,1024.000000,135.487368
ofs,1,1,0,1,4,65536,1,1,2048,1.554047,1.046150,0,0,2048.000000,135.487368
ofs,1,1,0,1,4,65536,1,1,4096,2.921163,1.726194,0,0,4096.000000,135.487368
ofs,1,1,0,1,4,65536,1,1,8192,5.780421,2.749629,0,0,8192.000000,135.487368
ofs,1,1,0,1,4,65536,1,1,16384,11.363316,4.130923,0,0,16384.000000,135.487368
