id,search
0,0.0
1,0.472244
2,0.555863
4,0.568399
8,0.489578
16,0.59294
32,0.479707
64,0.630288
128,0.479495
256,0.885746
512,1.762653
1024,3.0435
2048,6.05795
4096,11.920428
8192,26.172569
16384,49.553236
32768,99.218043
65536,199.895799
131072,400.371957
262144,813.648265
