id,search
0,0.0
1,0.327106
2,0.339315
4,0.274409
8,0.320438
16,0.33126
32,0.309235
64,0.339222
128,0.318894
256,0.281509
512,0.388514
1024,0.317232
2048,0.674933
4096,1.175928
8192,2.203275
16384,4.107326
32768,8.444093
65536,17.591399
131072,32.431191
262144,88.50121
