id,search
0,0.0
1,0.326239
2,0.358124
4,0.29323
8,0.345957
16,0.299059
32,0.330743
64,0.304482
128,0.332966
256,0.288753
512,0.299369
1024,0.506877
2048,0.985409
4096,2.07104
8192,3.897654
16384,8.215808
32768,16.005657
65536,32.424964
131072,62.893117
262144,123.99274
