id,search
0,0.0
1,0.292252
2,0.314848
4,0.304862
8,0.366471
16,0.417109
32,0.37421
64,0.556796
128,0.701606
256,1.062171
512,1.718744
1024,2.99609
2048,5.547416
4096,10.721062
8192,20.773228
16384,39.259621
32768,76.313567
65536,144.566262
131072,275.338933
262144,550.016307
