test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,0,1,1,1,128,1048576,1,1,0,0,0,0,0,121.696141,1645788240.000000,127.019675
ofs-update,0,1,1,1,128,1048576,1,1,128,0.448404,14717536.000000,0.038106,3343488.000000,0,0,127.019675
ofs-update,0,1,1,1,128,1048576,1,1,512,0.423520,9061536.000000,0.028346,5293856.000000,0,0,127.019675
ofs-update,0,1,1,1,128,1048576,1,1,1024,0.436343,9078816.000000,0.043168,8637344.000000,0,0,127.019675
ofs-update,0,1,1,1,128,1048576,1,1,4096,0.422214,9054816.000000,0.165817,32599008.000000,0,0,127.019675
