test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,setup,setup_bytes,total_time
osm,0,1,1,1,128,131072,18,1,0,0,33.357775,100662528.000000,36.904269
osm,0,1,1,1,128,131072,18,1,128,0.814751,0,0,36.904269
osm,0,1,1,1,128,131072,18,1,512,0.944764,0,0,36.904269
osm,0,1,1,1,128,131072,18,1,1024,0.899028,0,0,36.904269
osm,0,1,1,1,128,131072,18,1,4096,0.852668,0,0,36.904269
