test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,setup,setup_bytes,total_time
osm,0,1,1,1,128,65536,17,1,0,0,16.438599,50330880.000000,19.226246
osm,0,1,1,1,128,65536,17,1,128,0.681413,0,0,19.226246
osm,0,1,1,1,128,65536,17,1,512,0.723322,0,0,19.226246
osm,0,1,1,1,128,65536,17,1,1024,0.696831,0,0,19.226246
osm,0,1,1,1,128,65536,17,1,4096,0.650913,0,0,19.226246
