test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,setup,setup_bytes,total_time
osm,0,1,1,1,128,2097152,22,1,0,0,583.341314,1610611968.000000,591.008287
osm,0,1,1,1,128,2097152,22,1,128,1.762132,0,0,591.008287
osm,0,1,1,1,128,2097152,22,1,512,1.996415,0,0,591.008287
osm,0,1,1,1,128,2097152,22,1,1024,2.006181,0,0,591.008287
osm,0,1,1,1,128,2097152,22,1,4096,1.864714,0,0,591.008287
