test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,0,1,1,1,128,65536,1,1,0,0,0,0,0,8.427500,102599760.000000,11.213574
ofs-update,0,1,1,1,128,65536,1,1,128,0.323113,8558944.000000,0.014995,2228992.000000,0,0,11.213574
ofs-update,0,1,1,1,128,65536,1,1,512,0.271745,5738144.000000,0.012835,3064864.000000,0,0,11.213574
ofs-update,0,1,1,1,128,65536,1,1,1024,0.259953,5729504.000000,0.023434,5851104.000000,0,0,11.213574
ofs-update,0,1,1,1,128,65536,1,1,4096,0.275858,5744864.000000,0.095262,12538080.000000,0,0,11.213574
