test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,setup,setup_bytes,total_time
osm,0,1,1,1,128,262144,19,1,0,0,68.584703,201325824.000000,73.161619
osm,0,1,1,1,128,262144,19,1,128,1.205427,0,0,73.161619
osm,0,1,1,1,128,262144,19,1,512,1.143778,0,0,73.161619
osm,0,1,1,1,128,262144,19,1,1024,1.142067,0,0,73.161619
osm,0,1,1,1,128,262144,19,1,4096,1.049947,0,0,73.161619
