test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,0,1,1,1,128,262144,1,1,0,0,0,0,0,31.702592,411237456.000000,35.707345
ofs-update,0,1,1,1,128,262144,1,1,128,0.390146,11841504.000000,0.075785,2786240.000000,0,0,35.707345
ofs-update,0,1,1,1,128,262144,1,1,512,0.374610,7336480.000000,0.094603,4179360.000000,0,0,35.707345
ofs-update,0,1,1,1,128,262144,1,1,1024,0.358984,7376800.000000,0.035610,8080096.000000,0,0,35.707345
ofs-update,0,1,1,1,128,262144,1,1,4096,0.361425,7363360.000000,0.125182,18389184.000000,0,0,35.707345
