test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,setup,setup_bytes,total_time
osm,0,1,1,1,128,524288,20,1,0,0,147.055237,402652416.000000,152.739054
osm,0,1,1,1,128,524288,20,1,128,1.401688,0,0,152.739054
osm,0,1,1,1,128,524288,20,1,512,1.346060,0,0,152.739054
osm,0,1,1,1,128,524288,20,1,1024,1.439744,0,0,152.739054
osm,0,1,1,1,128,524288,20,1,4096,1.460757,0,0,152.739054
