test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,setup,setup_bytes,total_time
osm,1,1,0,1,128,1048576,21,1,0,0,41.493658,805305600.000000,41.954669
osm,1,1,0,1,128,1048576,21,1,128,0.116239,0,0,41.954669
osm,1,1,0,1,128,1048576,21,1,512,0.108370,0,0,41.954669
osm,1,1,0,1,128,1048576,21,1,1024,0.099013,0,0,41.954669
osm,1,1,0,1,128,1048576,21,1,4096,0.100290,0,0,41.954669
