test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,setup,setup_bytes,total_time
osm,1,1,0,1,128,2097152,22,1,0,0,82.168983,1610611968.000000,82.703755
osm,1,1,0,1,128,2097152,22,1,128,0.169859,0,0,82.703755
osm,1,1,0,1,128,2097152,22,1,512,0.121081,0,0,82.703755
osm,1,1,0,1,128,2097152,22,1,1024,0.107779,0,0,82.703755
osm,1,1,0,1,128,2097152,22,1,4096,0.099301,0,0,82.703755
