test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,1,1,0,1,128,131072,1,1,0,0,0,0,0,13.449622,205478992.000000,16.658594
ofs-update,1,1,0,1,128,131072,1,1,128,0.310857,11016416.000000,0.015118,2507616.000000,0,0,16.658594
ofs-update,1,1,0,1,128,131072,1,1,512,0.309219,6539712.000000,0.015891,3064864.000000,0,0,16.658594
ofs-update,1,1,0,1,128,131072,1,1,1024,0.308022,6529632.000000,0.027785,5293856.000000,0,0,16.658594
ofs-update,1,1,0,1,128,131072,1,1,4096,0.291480,6527712.000000,0.107004,17274688.000000,0,0,16.658594
