test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,setup,setup_bytes,total_time
osm,1,1,0,1,128,524288,20,1,0,0,22.212864,402652416.000000,22.639371
osm,1,1,0,1,128,524288,20,1,128,0.110075,0,0,22.639371
osm,1,1,0,1,128,524288,20,1,512,0.097292,0,0,22.639371
osm,1,1,0,1,128,524288,20,1,1024,0.097568,0,0,22.639371
osm,1,1,0,1,128,524288,20,1,4096,0.085283,0,0,22.639371
