test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,total_time
ofs-update,1,1,0,1,128,1048576,1,1,0,0,0,0,0,97.483970,1645788240.000000,102.270174
ofs-update,1,1,0,1,128,1048576,1,1,128,0.455097,14735776.000000,0.028920,3343488.000000,0,0,102.270174
ofs-update,1,1,0,1,128,1048576,1,1,512,0.423827,9074976.000000,0.027737,5851104.000000,0,0,102.270174
ofs-update,1,1,0,1,128,1048576,1,1,1024,0.400615,9055776.000000,0.044169,6686976.000000,0,0,102.270174
ofs-update,1,1,0,1,128,1048576,1,1,4096,0.413731,9076416.000000,0.163992,31484512.000000,0,0,102.270174
