test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,insert,insert_bytes,setup,setup_bytes,vl,total_time
osm,1,1,0,1,128,4194304,23,1,0,0,0,0,161.653240,3221224704.000000,0,1286.773774
osm,1,1,0,1,128,4194304,23,1,128,0.637076,9.258060,160896000.000000,0,0,128.000000,1286.773774
osm,1,1,0,1,128,4194304,23,1,512,0.142421,29.410769,493353984.000000,0,0,512.000000,1286.773774
osm,1,1,0,1,128,4194304,23,1,1024,0.134386,50.976850,837339648.000000,0,0,1024.000000,1286.773774
osm,1,1,0,1,128,4194304,23,1,4096,0.122734,144.733039,2181877248.000000,0,0,4096.000000,1286.773774
osm,1,1,0,1,128,4194304,23,1,16384,0,345.811593,4521678336.000000,0,0,16384.000000,1286.773774
osm,1,1,0,1,128,4194304,23,1,65536,0,543.879801,6276739584.000000,0,0,65536.000000,1286.773774
