test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,setup,setup_bytes,total_time
osm,1,1,0,1,128,65536,17,1,0,0,3.096968,50330880.000000,3.396546
osm,1,1,0,1,128,65536,17,1,128,0.064008,0,0,3.396546
osm,1,1,0,1,128,65536,17,1,512,0.059405,0,0,3.396546
osm,1,1,0,1,128,65536,17,1,1024,0.062834,0,0,3.396546
osm,1,1,0,1,128,65536,17,1,4096,0.078061,0,0,3.396546
