test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,vl,total_time
ofs-update,0,1,1,1,32,2048,3,2,0,0,0,0,0,0.048070,1753680.000000,0,0.998870
ofs-update,0,1,1,1,32,2048,3,2,16,0.043533,803164.800000,0.036997,537833.600000,0,0,16.000000,0.998870
ofs-update,0,1,1,1,32,2048,3,2,128,0.017443,434656.000000,0.016608,314432.000000,0,0,128.000000,0.998870
ofs-update,0,1,1,1,32,2048,3,2,1024,0.017368,438736.000000,0.016733,421120.000000,0,0,1024.000000,0.998870
