test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,vl,total_time
ofs-update,0,1,0,1,4096,2048,3,2,0,0,0,0,0,0.292077,68078160.000000,0,10.758627
ofs-update,0,1,0,1,4096,2048,3,2,16,0.160770,24014678.400000,0.064363,5846524.800000,0,0,16.000000,10.758627
ofs-update,0,1,0,1,4096,2048,3,2,128,0.105662,17080512.000000,0.087726,8630112.000000,0,0,128.000000,10.758627
ofs-update,0,1,0,1,4096,2048,3,2,1024,0.110668,17082576.000000,0.116179,17066304.000000,0,0,1024.000000,10.758627
