test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,append,append_bytes,insert,insert_bytes,setup,setup_bytes,vl,total_time
ofs-update,1,1,0,1,4096,131072,3,2,0,0,0,0,0,18.176565,8603264640.000000,0,194.215705
ofs-update,1,1,0,1,4096,131072,3,2,16,0.176548,34303920.000000,0.076039,15531072.000000,0,0,16.000000,194.215705
ofs-update,1,1,0,1,4096,131072,3,2,128,3.602451,1399830201.600000,1.611605,538722576.000000,0,0,128.000000,194.215705
ofs-update,1,1,0,1,4096,131072,3,2,1024,3.664681,1440201004.800000,1.583474,552230150.400000,0,0,1024.000000,194.215705
ofs-update,1,1,0,1,4096,131072,3,2,4096,6.158057,2032956950.400000,3.453842,1292196470.400000,0,0,4096.000000,194.215705
