test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,1,1,0,1,4,262144,1,1,0,0,0,31.932795,151182416.000000,0,571.408052
ofs,1,1,0,1,4,262144,1,1,1,0.269613,0.330133,0,0,1.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,2,0.273234,0.267900,0,0,2.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,4,0.238404,0.297378,0,0,4.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,8,0.257732,0.313075,0,0,8.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,16,0.269336,0.330804,0,0,16.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,32,0.288428,0.338876,0,0,32.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,64,0.287855,0.349973,0,0,64.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,128,0.273929,0.326333,0,0,128.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,256,0.312262,0.303146,0,0,256.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,512,0.282465,0.320813,0,0,512.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,1024,0.392364,0.516348,0,0,1024.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,2048,0.583422,0.912141,0,0,2048.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,4096,0.990199,1.656933,0,0,4096.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,8192,1.845584,3.226482,0,0,8192.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,16384,3.500336,6.337302,0,0,16384.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,32768,6.731587,12.282550,0,0,32768.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,65536,13.560967,24.985650,0,0,65536.000000,571.408052
ofs,1,1,0,1,4,262144,1,1,131072,26.627075,48.449751,0,0,131072.000000,571.408052
