test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,1,1,0,1,4,8388608,1,1,0,0,0,730.210771,4835540048.000000,0,1458.477829
ofs,1,1,0,1,4,8388608,1,1,1,0.159154,0.579755,0,0,1.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,2,0.019847,0.587705,0,0,2.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,4,0.014965,0.603982,0,0,4.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,8,0.027883,0.579455,0,0,8.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,16,0.019125,0.630697,0,0,16.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,32,0.016831,0.588757,0,0,32.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,64,0.012392,0.618123,0,0,64.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,128,0.015307,0.598872,0,0,128.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,256,0.014951,0.593302,0,0,256.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,512,0.012398,0.600568,0,0,512.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,1024,0.012024,0.603269,0,0,1024.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,2048,0.032192,0.898974,0,0,2048.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,4096,0.053204,1.442969,0,0,4096.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,8192,0.117060,2.513990,0,0,8192.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,16384,0.210139,4.334309,0,0,16384.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,32768,0.383255,7.779008,0,0,32768.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,65536,0.793655,13.217933,0,0,65536.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,131072,1.562100,23.872360,0,0,131072.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,262144,3.022168,42.829484,0,0,262144.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,524288,5.968612,78.144583,0,0,524288.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,1048576,11.828415,133.291552,0,0,1048576.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,2097152,23.873063,0,0,0,2097152.000000,1458.477829
ofs,1,1,0,1,4,8388608,1,1,4194304,47.338799,0,0,0,4194304.000000,1458.477829
