test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,search,setup,setup_bytes,vl,total_time
ofs,1,1,0,1,128,4194304,1,1,0,0,0,379.079247,6572686416.000000,0,519.196371
ofs,1,1,0,1,128,4194304,1,1,1,0.157923,0.665603,0,0,1.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,2,0.025731,0.664882,0,0,2.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,4,0.027824,0.644759,0,0,4.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,8,0.027500,0.631058,0,0,8.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,16,0.025495,0.665569,0,0,16.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,32,0.021708,0.669390,0,0,32.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,64,0.019056,0.678725,0,0,64.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,128,0.022708,0.692306,0,0,128.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,256,0.019781,0.638316,0,0,256.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,512,0.015072,0.672845,0,0,512.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,1024,0.022557,0.676493,0,0,1024.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,2048,0.026025,0.675726,0,0,2048.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,4096,0.016412,0.694201,0,0,4096.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,8192,0.037174,1.040285,0,0,8192.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,16384,0.072717,1.719744,0,0,16384.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,32768,0.143322,2.816518,0,0,32768.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,65536,0.264979,4.661760,0,0,65536.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,131072,0.482761,8.470923,0,0,131072.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,262144,0.805795,13.775980,0,0,262144.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,524288,1.487252,23.919179,0,0,524288.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,1048576,2.559144,0,0,0,1048576.000000,519.196371
ofs,1,1,0,1,128,4194304,1,1,2097152,4.334544,0,0,0,2097152.000000,519.196371
