id,search
0,0.0
1,0.520075
2,0.514034
4,0.529691
8,0.554533
16,0.514546
32,0.431476
64,0.433706
128,0.431524
256,0.45392
512,0.681435
1024,1.223574
2048,2.234276
4096,4.440629
8192,8.530149
16384,17.235762
32768,33.968125
65536,68.092758
131072,137.655331
262144,270.778178
524288,544.948478
