id,search
0,0.0
1,0.477321
2,0.476804
4,0.516157
8,0.483473
16,0.488721
32,0.479107
64,0.798038
128,0.399185
256,0.43134
512,0.500185
1024,0.67694
2048,1.247101
4096,2.225038
8192,4.407117
16384,8.25018
32768,16.150733
65536,32.402136
131072,65.366329
262144,130.321953
524288,258.448377
