id,search
0,0.0
1,0.482923
2,0.473042
4,0.474077
8,0.47039
16,0.452647
32,0.445409
64,0.453816
128,0.467634
256,0.756174
512,1.337389
1024,2.500983
2048,4.876332
4096,0.654604
8192,1.119416
16384,2.08077
32768,4.27982
65536,8.05589
131072,15.63831
262144,30.477538
524288,60.295076
