test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,insert_bytes,load_data,search,search_bytes,search_false_pos,setup,setup_bytes,vl,total_time
ofs,0,0,0,1,300,8388608,4,1,0,0,0,13.147504,0,0,0,113.213683,1077968512.000000,0,84742.767968
ofs,0,0,0,1,300,8388608,4,1,1,1.346698,647232544.000000,0,690.962160,2424962640.000000,8072939.000000,0,0,10269.000000,84742.767968
ofs,0,0,0,1,300,8388608,4,1,2,1.582374,808952960.000000,0,327.066073,2424949440.000000,8071320.000000,0,0,11844.000000,84742.767968
ofs,0,0,0,1,300,8388608,4,1,3,1.696555,889745248.000000,0,322.994403,2586448576.000000,8620665.000000,0,0,830.000000,84742.767968
ofs,0,0,0,1,300,8388608,4,1,4,1.748272,889751968.000000,0,299.718608,2586427696.000000,8620158.000000,0,0,1267.000000,84742.767968
ofs,0,0,0,1,300,8388608,4,1,5,1.838766,970562976.000000,0,302.440478,2586453856.000000,8620733.000000,0,0,779.000000,84742.767968
ofs,0,0,0,1,300,8388608,4,1,6,1.976646,1051303184.000000,0,281.742474,2505710288.000000,8351304.000000,0,0,1063.000000,84742.767968
ofs,0,0,0,1,300,8388608,4,1,7,1.821557,970585776.000000,0,280.188378,2586461536.000000,8621096.000000,0,0,442.000000,84742.767968
ofs,0,0,0,1,300,8388608,4,1,8,3.707834,970585056.000000,0,273.096465,2586448816.000000,8620287.000000,0,0,1209.000000,84742.767968
ofs,0,0,0,1,300,8388608,4,1,9,130.388319,1051350944.000000,0,270.575502,2586470416.000000,8619239.000000,0,0,2329.000000,84742.767968
ofs,0,0,0,1,300,8388608,4,1,10,4.035083,1132108432.000000,0,223.180031,2586483376.000000,8620711.000000,0,0,900.000000,84742.767968
ofs,0,0,0,1,300,8388608,4,1,11,0.292597,11409600.000000,0,174.467865,31815120.000000,105935.000000,0,0,115.000000,84742.767968
ofs,0,0,0,1,300,8388608,4,1,12,62.308104,1051385504.000000,0,397.183108,2586469216.000000,8620464.000000,0,0,1100.000000,84742.767968
ofs,0,0,0,1,300,8388608,4,1,13,3.827412,970680816.000000,0,276.352242,2586462976.000000,8616757.000000,0,0,4786.000000,84742.767968
ofs,0,0,0,1,300,8388608,4,1,14,0.244670,14686400.000000,0,44.000208,31799520.000000,105857.000000,0,0,141.000000,84742.767968
ofs,0,0,0,1,300,8388608,4,1,15,61.774928,1293634208.000000,0,429.657394,2586434176.000000,8620479.000000,0,0,968.000000,84742.767968
