test,data_mem,aux_mem,ssd,cached,bbs,n,s,lf,id,insert,insert_bytes,load_data,search,search_bytes,search_false_pos,setup,setup_bytes,total_time
omap,0,0,1,0,64,1024,11,1,0,0.008880,195097.920000,0.000000,0.016070,197631.360000,3086.990000,0.000271,0.000000,12.500055
